g0,g1,g2,x0,x1,x2,x_0,x_1,x_2
-0.204057,0.557976,-0.83707,-0.217886,-0.198638,-0.738851 ,-0.376264,-0.370782,-1.35571
-0.608811,-0.140055,2.37114,-0.0932956,0.313157,-0.478903 ,-0.232333,0.362408,-0.602572
-0.380848,-0.310518,2.13361,0.628693,-0.234545,-2.60089 ,0.818506,-0.32323,-2.31434
-0.411185,-0.0607192,-1.79266,-0.638632,-0.221016,2.47513 ,-0.776986,-0.348685,2.67417
-0.384659,-0.0214737,1.88854,-0.104759,-0.21995,-2.3644 ,-0.217556,-0.501209,-2.1857
0.289055,0.46312,2.77049,-0.494104,0.465326,1.3808 ,-0.639873,0.641935,1.37979
0.537137,0.00231623,-0.185633,0.173885,-0.423011,-1.90957 ,0.180744,-0.594628,-1.36606
0.43616,0.00947971,0.596236,-0.270263,0.121518,-1.12811 ,-0.429439,0.29467,-0.71853
0.27098,-0.658095,-0.57114,-0.440679,0.0984539,0.309081 ,-0.695403,0.221185,0.193885
-0.64806,-0.153466,-0.0351696,-0.385855,0.21961,2.52137 ,-0.618954,-0.134774,-3.12885
-0.433108,0.56309,-3.05391,-0.178483,0.688335,-2.524 ,-0.189425,0.8322,-3.13903
-0.226336,0.431345,0.317247,0.537571,-0.0218315,-2.24119 ,0.731684,0.0055906,-2.24501
-0.15176,-0.249085,0.874485,0.373596,-0.438834,2.63134 ,0.55775,-0.690133,1.51193
-0.632377,-0.334318,-1.11479,0.379375,0.312374,-3.12561 ,0.61297,0.546362,-3.12337
-0.0124471,0.651307,-0.205517,0.0348992,-0.439071,-2.41971 ,0.0779955,-0.575473,-2.2155
-0.647391,-0.228461,-2.68284,0.357943,-0.287322,1.96409 ,0.535298,-0.463153,2.35077
-0.283395,0.468688,0.832557,0.618988,0.0358284,-2.6671 ,0.870073,0.052897,3.11418
0.192457,-0.194171,-0.93744,0.218136,-0.288731,1.76642 ,0.218136,-0.288731,1.76642
0.0735734,0.382541,-1.71028,-0.459604,0.190739,2.92842 ,-0.743161,0.263771,-2.79611
0.264451,-0.641277,0.954461,-0.567806,0.118491,1.70682 ,-0.72593,0.154333,2.0848
-0.314081,0.400902,2.61065,-0.204592,-0.09816,-2.38136 ,-0.458947,-0.223976,-2.48339
-0.193769,-0.379102,-1.89327,-0.554944,-0.00211505,0.74157 ,-0.742739,-0.00523365,0.710742
0.313303,-0.248494,2.48405,-0.523215,0.457973,3.07384 ,-0.69977,0.613265,3.01961
0.71485,0.0259328,0.336898,-0.568235,0.0355064,-0.772405 ,-0.849528,0.09079,-0.746996
-0.0215479,-0.433498,-2.03718,0.23963,0.354794,1.90808 ,0.310876,0.622559,2.02257
-0.534533,0.296924,-0.53095,-0.448786,-0.161449,-2.18321 ,-0.750253,-0.220535,-2.188
-0.125288,-0.545147,1.85192,-0.363556,-0.586432,-2.44053 ,-0.494797,-0.804352,-2.11907
0.376483,-0.450381,3.12896,0.129057,-0.537815,-0.935305 ,0.165447,-0.608461,-1.73713
0.0948907,0.464606,-2.36897,-0.0879136,-0.270468,2.48876 ,-0.123117,-0.399101,2.95598
0.420204,-0.378808,1.83378,-0.269925,-0.129884,-2.03709 ,-0.463111,-0.122117,-2.01234
-0.0899369,-0.668266,0.026199,-0.297074,0.0656212,2.48089 ,-0.117507,-0.524797,2.73294
0.375347,-0.381301,0.459871,-0.430463,0.534765,-0.864573 ,-0.540835,0.796644,-0.87595
-0.027764,-0.340766,-0.151162,0.178964,-0.59047,-0.490718 ,0.286404,-0.927471,-0.491391
-0.147142,-0.495964,2.73568,0.198316,-0.636149,1.24582 ,-0.154941,-0.681364,1.77317
0.489503,-0.119895,-0.612162,-0.293041,0.243847,-2.07243 ,0.296208,-0.0664025,-1.753
0.296987,0.636716,1.30165,0.51749,0.359016,-0.149673 ,0.38428,0.60267,-0.113559
-0.106209,-0.421407,1.99631,-0.213718,-0.330093,-1.64828 ,-0.198359,-0.347031,-1.64575
-0.0139876,0.224985,-1.07339,0.0545532,0.542393,1.15698 ,-0.0142111,0.748102,1.25446
0.121062,0.386421,-1.69283,0.120902,0.589493,-2.60915 ,0.0951948,0.789591,-3.12388
0.0893118,0.636243,-0.928026,0.0985897,-0.179683,-2.99442 ,0.162014,-0.306961,-2.56348
0.543863,0.100693,1.38683,-0.241194,-0.46302,0.643446 ,-0.332074,-0.714025,0.910215
-0.531326,0.446167,-2.91208,-0.381945,-0.266463,-2.59271 ,-0.679275,-0.584623,-2.60684
-0.0689244,-0.386533,-0.559277,0.475354,-0.186199,-2.19604 ,0.593156,-0.238382,-2.21972
0.217205,-0.667158,-1.39173,-0.0650983,-0.691894,0.890214 ,-0.134814,-0.855928,0.994527
-0.625331,0.181264,-2.88087,-0.212662,0.42114,-1.56432 ,-0.306594,0.575719,-1.31841
-0.473916,-0.521515,0.75503,-0.123541,-0.647309,-0.960822 ,-0.137686,-0.862581,-1.14022
-0.218304,0.323688,-1.55938,-0.241874,0.270756,0.233175 ,-0.269412,0.335698,0.0561152
-0.225937,-0.45017,-2.15784,0.192906,-0.292395,-2.60019 ,0.310349,-0.468594,-2.85487
-0.507806,-0.167731,2.22785,-0.261481,0.0997491,2.37082 ,-0.580998,-0.080254,1.44472
-0.263529,0.479819,1.85416,0.160936,-0.659988,-1.28924 ,0.320365,-0.944314,-0.636242
-0.213942,-0.0192321,-0.176586,0.71001,0.0314437,1.93703 ,0.976148,-0.033084,1.00842
0.0105454,-0.301293,-1.31646,-0.577233,0.420579,2.40612 ,-0.750467,0.435017,2.54629
0.470297,-0.480827,-0.36802,-0.0274155,0.438771,1.64779 ,-0.137288,0.675749,1.31868
0.493412,-0.454781,-0.764093,0.0654527,0.209472,-1.14634 ,-0.102707,0.462839,-1.16974
0.0623654,-0.368492,0.11375,0.210623,0.160854,3.04508 ,0.374964,0.381857,2.98092
-0.274331,0.488401,2.77592,0.700969,-0.0757458,-2.58533 ,0.811865,-0.0299875,-2.78289
-0.450397,0.42759,-2.94901,0.197232,-0.648925,-1.57224 ,0.338445,-0.81613,-1.47668
0.399685,0.51317,-1.44185,-0.410836,0.522404,1.18347 ,-0.531555,0.668537,1.30407
0.0912197,-0.502885,2.40662,0.328375,-0.0148091,-0.418269 ,0.604632,-0.00208881,-0.0983418
0.00633634,-0.494901,-0.906706,0.677226,-0.16964,0.556201 ,0.956246,-0.213134,0.565839
-0.388809,-0.103885,1.11547,0.443269,-0.425853,1.51397 ,0.800136,-0.812939,1.50976
-0.499233,0.00301628,0.0936152,0.547099,0.130753,-2.359 ,0.775026,0.14716,-2.4501
0.586611,0.404524,-1.57099,0.665558,0.262427,1.27479 ,0.851997,0.375987,0.928773
0.0840605,0.347697,1.45297,0.633272,-0.301606,-1.12301 ,0.855641,-0.307602,-1.0528
-0.617284,-0.170067,-1.53516,-0.629023,-0.0327409,1.46663 ,-0.740418,-0.0468086,1.4031
0.251641,-0.444025,3.0348,-0.562122,0.224045,-2.49082 ,-0.753107,0.334948,-2.11264
-0.596823,0.105016,1.5422,0.410273,-0.582129,0.870432 ,0.47338,-0.794028,0.389125
0.0168806,0.263248,-2.50422,0.200067,0.435605,2.81878 ,0.304782,0.634252,2.34452
-0.224717,0.299872,-0.191301,0.0192181,0.655423,-1.05532 ,-0.0333662,0.845982,-1.01245
0.203941,-0.433174,-0.288474,-0.146389,-0.569297,-1.60121 ,-0.148881,-0.679124,-1.37645
-0.550594,0.0407777,3.00724,-0.425506,-0.190376,1.58142 ,-0.596721,-0.177185,1.55493
-0.0677294,0.279356,-2.75276,-0.615743,0.271973,1.21293 ,-0.715855,0.309367,1.47414
-0.471514,0.0302455,-0.262173,0.182049,-0.60122,1.22217 ,0.296175,-0.886953,1.27783
-0.556194,0.0928913,3.02563,0.375186,0.432728,0.631557 ,0.570712,0.670552,0.210677
-0.0285875,0.291214,-1.75914,-0.483256,0.314531,-1.96244 ,-0.664271,0.495519,-1.90473
-0.256679,-0.460762,-0.435511,-0.164999,-0.622273,2.26245 ,-0.246573,-0.744901,1.78944
-0.326246,-0.445839,1.08161,-0.168111,0.318086,2.8159 ,-0.190374,0.530041,-2.84662
0.376211,0.348014,2.68801,-0.378896,0.313839,0.354743 ,-0.404634,0.449574,0.267806
0.50907,-0.186436,1.76858,0.156585,0.282369,2.56114 ,0.525448,-0.068725,1.6901
-0.268671,-0.604384,0.170164,-0.366408,-0.563603,-3.07225 ,-0.330845,-0.595722,-3.07201
-0.26653,-0.549975,-1.04009,0.528876,0.287681,0.608194 ,0.778058,0.465235,0.183739
-0.374158,-0.362816,1.03627,0.359731,0.24791,-2.91126 ,0.566083,0.391863,2.89768
-0.542716,-0.149023,3.10849,-0.634576,-0.103753,2.09074 ,-0.657165,-0.0965669,2.0516
0.389444,0.485495,0.119303,-0.499983,0.0281572,-1.78633 ,-0.707927,-0.0156307,-1.47205
-0.264047,-0.340387,2.23626,0.460062,0.321164,0.323339 ,0.762018,0.556955,0.220964
0.709987,0.109712,-3.13797,0.29412,0.388531,-0.153542 ,0.328292,0.465933,-0.0097758
0.383512,-0.273806,1.73401,-0.0999448,-0.139766,-2.45749 ,-0.289216,-0.259018,-2.11812
-0.00522757,-0.181701,-2.10375,0.0579581,0.43068,2.66152 ,0.00797344,0.677331,2.70978
0.496085,-0.335211,1.29623,-0.402222,-0.167874,1.54198 ,-0.51617,-0.225372,1.85335
0.088347,0.409522,3.06841,0.604685,-0.25708,1.18814 ,0.892252,-0.263416,1.81168
0.0566191,-0.159866,1.95067,-0.485762,-0.178501,0.885377 ,-0.63208,-0.157485,0.886432
0.402972,-0.571713,2.69271,0.179751,-0.29708,0.599991 ,0.379589,-0.386197,1.01641
0.029585,0.292633,2.21444,0.00996526,-0.509489,0.39718 ,-0.0551425,-0.756778,-0.00948109
-0.614776,-0.266783,1.25982,-0.589257,-0.0596653,2.43811 ,-0.682503,-0.330771,2.40061
-0.266728,0.473826,-0.281567,0.226177,-0.00710176,-1.44122 ,0.391397,-0.0722606,-1.49817
0.507499,-0.290555,-3.0622,-0.192169,0.653441,-2.95664 ,-0.346443,0.853406,-2.17837
0.453382,0.366203,0.995919,0.0271651,0.372081,-2.63682 ,0.428751,0.542662,-2.52254
-0.517634,0.080301,-3.01096,0.337452,-0.497238,-2.84389 ,0.482593,-0.604762,-2.59953
0.39724,-0.126658,-2.93992,0.0259496,0.295313,-2.66106 ,-0.112123,0.530198,-2.81254
0.466204,-0.400433,2.56028,-0.188797,0.673603,1.16329 ,-0.332089,0.9117,1.02306
-0.160682,-0.505839,-2.76606,0.37696,-0.288778,-0.210122 ,0.580683,-0.477227,-0.580063
0.239199,0.576074,2.71618,-0.64021,0.195564,-1.45594 ,-0.814349,0.242146,-1.51668
-0.386188,-0.216418,0.243011,-0.0488265,-0.428507,-0.293265 ,-0.0372783,-0.641381,-0.168881
-0.131178,-0.122656,0.955928,-0.435406,0.0718121,1.6499 ,-0.651386,0.177144,1.41777
-0.516072,0.0768673,-1.35522,-0.0486635,-0.283333,-1.58737 ,-0.103624,-0.543218,-2.0677
0.20009,0.31062,-1.06478,-0.0839412,0.250777,2.70441 ,0.165519,0.434393,2.29683
0.144406,-0.603479,1.90659,-0.00298735,0.601858,-0.570197 ,-0.0641617,0.77098,-0.655181
0.597944,-0.047767,0.320452,0.10663,0.673423,-1.37407 ,0.144029,0.860864,-2.25517
-0.162356,-0.678265,0.915044,0.481473,-0.443881,-0.501433 ,0.790276,-0.725823,-0.805153
0.0513434,0.605656,0.615143,-0.260542,0.500007,1.84293 ,-0.278669,0.689126,1.83976
-0.274581,0.599431,1.69962,0.362803,-0.278688,-1.98592 ,0.514458,-0.308367,-0.831308
0.210357,0.0458537,2.87641,-0.635541,0.304083,2.58177 ,-0.997765,0.423433,-3.01374
0.698627,0.0512804,2.83881,0.1784,-0.633896,1.44275 ,0.218213,-0.778877,2.22664
-0.30408,0.561075,-1.53347,0.0405522,-0.363656,-0.0603696 ,0.0184041,-0.635464,0.0544728
0.507581,-0.25805,0.844061,-0.46556,0.282775,0.855158 ,-0.680697,0.444313,1.30265
-0.2997,-0.138612,-2.77648,0.398938,0.209624,2.15807 ,0.646492,0.306362,1.55872
-0.0365097,-0.350217,-2.72209,0.327384,-0.0591881,2.06861 ,0.519777,-0.136977,2.24972
-0.283607,-0.357915,-2.71402,0.425911,0.359251,2.11432 ,0.639083,0.624404,2.50435
0.031865,-0.26213,2.60769,-0.332192,-0.279621,-0.486269 ,-0.516196,-0.633439,0.122145
0.0695073,-0.672144,1.14291,-0.177465,0.183213,0.488113 ,-0.286994,0.331376,1.08401
0.219894,0.000742856,-3.13687,-0.0290267,0.282668,-0.926263 ,0.0157425,0.400349,-0.0712709
0.173968,0.423459,2.64161,0.138366,-0.107397,2.78989 ,0.250899,0.301228,3.08122
0.17234,-0.0744318,-1.44497,0.294664,-0.0123483,1.2378 ,0.493604,-0.110811,0.789154
-0.221845,0.473767,0.237149,0.175497,0.534409,-1.79851 ,0.222734,0.69121,-2.06529
0.350706,0.221854,-1.16244,-0.173559,0.46109,-2.73581 ,-0.177626,0.689307,-2.45225
0.671326,0.199101,0.466593,0.204671,-0.028977,-0.593306 ,0.721587,-0.0404631,-0.713535
0.126587,-0.553996,-1.75556,-0.049455,0.55303,-3.1079 ,-0.18609,0.782185,-2.57199
0.274297,0.435874,-2.72628,0.54836,0.318255,2.449 ,0.67962,0.378932,1.53851
-0.467673,-0.416542,-0.50922,0.195754,0.198454,-2.85892 ,0.285459,0.372394,-2.8872
-0.00457839,-0.172568,0.482446,0.087397,-0.696889,1.61774 ,0.0595872,-0.940668,1.29727
-0.197779,-0.335874,-1.52716,-0.528607,0.273524,2.54062 ,-0.655486,0.249543,1.93552
0.0812476,0.243624,-0.59199,0.26949,0.232939,-0.615388 ,0.30612,0.516555,-0.716761
0.514375,-0.00713811,-1.28045,0.449383,-0.0206773,-2.00988 ,0.449383,-0.0206773,-2.00988
0.158154,0.385654,0.883696,0.179219,0.542073,1.81428 ,0.204324,0.650896,1.75224
-0.489102,0.249508,-1.31298,-0.649131,-0.0471941,2.70237 ,-0.945446,-0.123717,2.86313
-0.141433,0.419646,0.876512,-0.138131,-0.244028,-0.136303 ,-0.267546,-0.409785,-0.432879
0.195855,0.296573,1.17729,0.117539,-0.64745,1.91568 ,0.201937,-0.938937,1.93896
0.15848,0.525391,1.21536,-0.176049,0.516059,0.209717 ,-0.123095,0.826163,-0.348816
0.639941,0.308406,0.162314,0.379139,0.252271,1.34427 ,0.619266,0.404587,1.34425
-0.474218,0.107461,-0.467426,-0.0841329,-0.367232,0.461341 ,-0.154956,-0.624512,0.415131
0.00160329,-0.418946,1.58146,0.0110174,0.477175,-0.755594 ,-0.0168937,0.708072,-0.864423
0.21977,-0.0836806,-3.00798,-0.0490399,-0.408,-2.42914 ,0.231282,-0.376343,-3.06234
0.543543,0.400896,-1.65047,0.0690046,0.435868,-2.291 ,0.306213,0.663725,-2.16778
-0.333727,0.421797,-2.5014,0.684587,-0.0764918,-2.76 ,0.891294,-0.134767,-2.98444
0.373528,0.214222,-0.285685,-0.183824,-0.666488,-0.715371 ,-0.246111,-0.916385,-0.356103
0.040432,0.535844,2.42487,-0.0218457,0.405882,-2.22704 ,-0.0255074,0.522926,-2.15189
0.0490375,-0.472531,0.32275,-0.0377184,-0.638383,-0.916967 ,0.0291764,-0.848026,-0.828164
0.447653,-0.0652443,1.86373,0.499959,-0.180419,-0.29668 ,0.499959,-0.180419,-0.29668
0.285353,0.0677311,2.72554,0.5849,0.0680146,-0.821422 ,0.886646,0.0889865,-0.642422
0.342725,0.253846,-2.91685,0.263922,-0.282663,0.857503 ,0.408826,-0.45523,0.976943
0.4369,0.334745,-2.97127,-0.328492,-0.0167861,-1.48413 ,-0.60864,0.0786489,-1.40075
-0.461858,0.503413,3.03995,-0.43969,-0.56203,-0.778433 ,-0.56567,-0.768204,-0.607941
0.35795,-0.537016,-1.86492,-0.283142,-0.101005,-0.911246 ,-0.490973,-0.0865882,-0.975903
-0.502939,0.0449823,-0.246424,-0.517127,-0.137202,-3.02909 ,-0.770046,-0.116684,3.08457
0.502744,0.44412,0.164185,-0.17147,0.378474,1.35854 ,-0.182821,0.532831,1.82976
-0.277274,0.434469,2.43726,-0.242033,0.256815,1.37899 ,-0.310967,0.299798,1.00752
0.376357,0.320297,0.646328,0.463203,0.458801,2.17 ,0.718956,0.768121,2.45061
-0.162732,-0.0539036,-3.12813,-0.0336946,-0.218445,3.07457 ,-0.0306272,-0.460876,-2.9757
-0.0983795,0.425804,2.47513,0.350886,0.524571,-3.02921 ,0.425952,0.737534,-3.06167
-0.0706703,0.569114,0.829399,0.409623,0.00315096,1.51912 ,0.672069,0.0268594,1.86798
-0.00417515,0.229145,-2.99271,-0.206478,0.555554,0.437822 ,-0.252263,0.617664,1.01955
0.498996,0.418556,-2.51191,0.0568297,-0.462771,-1.28845 ,0.151155,-0.664238,-0.799428
0.679181,-0.131855,2.05259,-0.510149,0.0918921,-0.277893 ,-0.839612,0.190807,0.084406
0.102461,-0.483851,1.34309,0.592776,-0.0268606,-0.823317 ,0.784561,-0.0143377,-0.908224
-0.549769,0.147944,2.27695,-0.148736,-0.463372,0.501643 ,-0.224261,-0.770077,0.473296
-0.636227,0.210594,-1.03519,-0.497868,-0.388297,-1.19889 ,-0.674826,-0.662432,-0.643454
-0.570476,0.270253,-0.114669,0.222467,-0.596964,-1.19635 ,0.394226,-0.855006,-0.634589
0.640988,-0.0025894,-2.27049,0.44734,-0.367437,-1.04098 ,0.618725,-0.235686,-1.24197
-0.153511,-0.125298,0.754731,-0.594477,-0.371528,-3.01535 ,-0.758681,-0.522323,-2.67087
0.12032,-0.131359,2.66069,-0.171377,-0.220931,3.11678 ,-0.39498,-0.346628,3.07178
-0.647648,-0.106378,-2.87747,-0.152596,0.7028,2.32548 ,-0.61818,0.15297,2.4478
-0.126695,-0.154134,-0.776009,0.324348,0.493207,-1.87886 ,0.452236,0.655968,-2.67653
0.218382,0.366875,-2.21998,0.0336841,0.409402,1.43792 ,0.165714,0.430529,1.61305
-0.293066,-0.361849,-1.3744,-0.44852,-0.16041,-1.65844 ,-0.369357,-0.300807,-1.2594
0.23666,-0.622853,-2.33077,0.172167,0.205516,-0.835945 ,0.199383,0.270398,-0.782767
0.375036,-0.169882,-0.404876,0.233569,0.645475,1.64033 ,0.259513,0.91116,0.930587
-0.152675,-0.35418,2.88438,0.0580651,0.240649,0.522905 ,-0.0199597,0.380421,1.11494
0.550161,0.186206,2.599,-0.154847,-0.607902,-2.70285 ,-0.152442,-0.892879,-2.12775
0.439913,-0.229768,-2.79723,0.120048,-0.469977,0.823448 ,0.128265,-0.757252,0.82425
-0.120006,-0.122782,1.7739,0.455368,0.417423,2.80826 ,0.684884,0.608302,2.60159
-0.369308,-0.48158,2.58265,0.451844,0.17223,-1.87754 ,0.73429,0.329793,-1.88993
0.186527,-0.533974,2.13849,-0.663858,-0.238325,1.17585 ,-0.796492,-0.304461,1.27932
0.458651,-0.102458,2.37638,0.222635,0.228834,2.97227 ,0.418528,0.259071,3.06449
-0.355035,0.411426,-0.477434,0.286957,-0.181911,0.858842 ,0.531029,-0.250451,1.35651
0.34415,0.527494,0.246359,-0.415925,-0.565518,2.17374 ,-0.470254,-0.732855,2.35706
0.223318,0.165344,-1.27371,0.662983,0.0627151,0.295664 ,0.886654,0.0974696,0.194047
0.245609,-0.264855,1.55814,0.324601,0.054119,-0.482116 ,0.273052,-0.241717,0.0553499
0.661442,0.101922,-2.1013,0.132933,-0.47507,2.88175 ,0.187171,-0.603994,3.01673
0.416648,-0.0142165,-0.553507,0.176999,-0.461085,-2.43347 ,0.489829,-0.295161,-2.10715
-0.51936,0.301279,-1.08101,-0.0239713,0.0790001,-1.14626 ,-0.418574,0.235108,-0.701606
-0.6331,0.0773985,0.258352,-0.465562,-0.431173,0.0614574 ,-0.558795,-0.621257,-0.455118
0.258819,-0.00542907,1.2858,-0.195504,-0.295329,2.41419 ,-0.268625,-0.437313,2.96735
-0.329502,0.630115,1.76062,0.0784214,0.664304,2.7209 ,-0.295133,0.640011,-2.80478
-0.275846,-0.570973,-1.44575,-0.462465,-0.427259,-0.251348 ,-0.649129,-0.471673,-0.248474
