g0,g1,g2,x0,x1,x2,x_0,x_1,x_2
0.210407,0.141181,-1.33627,-0.226783,-0.540887,2.10971 ,-0.850672,-1.9636,2.30522
0.48175,0.265335,-2.36972,-0.325693,0.387793,0.956982 ,-0.633416,0.849905,0.655786
0.675861,-0.166176,1.51602,-0.573346,0.0936693,-0.652461 ,-1.58616,0.0369215,-0.564806
0.639677,0.177543,-1.8272,0.200294,-0.312009,2.29546 ,0.205447,-2.00283,2.20843
0.334305,-0.128014,-3.06252,0.375427,-0.402743,2.2986 ,1.73086,-1.4378,2.76441
0.532835,-0.426681,-1.76349,0.307172,-0.426607,-0.460112 ,1.07311,-0.629077,0.0278183
0.491993,0.240402,0.298777,0.201914,-0.603326,0.537272 ,0.823333,-1.47476,1.00139
0.0241659,-0.274626,-2.1658,-0.101568,-0.392729,-1.31099 ,-0.359456,-1.24399,-2.09212
0.382756,-0.122776,-2.10456,-0.237702,0.484477,1.05784 ,-0.452326,0.929955,1.18297
0.128132,-0.232863,0.478577,-0.0377293,0.0686826,-1.27519 ,0.397314,-0.541115,-1.29058
-0.494084,0.386384,0.109312,0.365198,0.168041,-0.296521 ,0.835433,0.307955,-0.258454
0.419716,-0.180013,2.62405,0.3453,0.470422,-2.51522 ,0.748126,0.609719,-2.57789
-0.376081,0.398717,3.11772,-0.000262838,0.2399,2.24621 ,-0.799166,0.660158,2.47581
-0.156837,-0.242094,2.95734,-0.621507,-0.0847829,-1.63108 ,-1.6974,-0.480425,-0.801915
-0.191298,0.440507,-0.80507,-0.139851,0.611863,1.65449 ,-0.535043,1.03975,1.79168
0.100647,-0.231658,-1.37721,-0.606596,0.069556,1.41076 ,-1.24767,-0.166718,2.22524
-0.0399996,-0.485586,-1.04938,0.558953,0.420503,0.500832 ,1.09739,1.03996,0.568948
0.38611,-0.267961,-0.688323,-0.461564,-0.0772953,-0.605618 ,-1.64746,-0.238366,-0.577905
-0.250994,0.433115,-0.19874,0.632523,0.158315,2.57682 ,1.71606,0.366744,2.58747
0.471445,-0.322422,-2.89318,-0.212839,0.16414,-2.24977 ,-0.419753,0.492721,-2.33135
0.422601,0.0392351,1.88391,0.0200522,0.52748,1.28789 ,0.0882555,0.897679,1.38269
-0.623698,-0.218749,0.491451,0.611653,0.204873,0.479723 ,1.0942,0.258274,-0.587476
-0.200711,0.302742,-0.565818,0.213287,0.254829,1.42461 ,0.369855,0.431084,1.33406
-0.478546,0.285241,0.490239,0.145897,-0.610145,-0.0806747 ,0.419875,-2.00068,-0.0672818
0.30452,-0.286847,-0.469158,0.0407169,0.274722,-0.409317 ,0.259558,0.375545,-0.499715
0.373611,-0.160502,2.93386,0.0674589,-0.688828,1.25838 ,0.46767,-1.80795,1.56187
-0.20629,0.493694,1.4315,0.264231,-0.0622397,2.60658 ,0.664814,-0.0962944,3.13267
0.558507,-0.443969,-1.69376,-0.264585,0.255615,0.765298 ,-0.477578,0.480796,1.06787
-0.214358,-0.59689,-1.07139,0.201794,0.137581,0.754858 ,0.416932,0.408061,0.629445
-0.395785,0.204666,-2.95052,-0.527445,-0.204236,1.16205 ,-2.00037,-0.888894,1.07701
